ENSRNOG00000046088_Tas2r123,"[2, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 0]","[0, 0, 0, 0]"
ENSRNOG00000046128_Gpr108,[1],[2],[1],[1],[1],[2]
ENSRNOG00000046129_Olr1617,"[2, 0]","[1, 1]","[2, 0]","[0, 2]","[1, 1]","[1, 1]"
ENSRNOG00000046132_AABR07024439.1,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1, 0, 1, 1, 0]","[1, 0, 1, 0, 1]","[1, 0, 1, 0, 1]","[0, 0, 0, 0, 1]"
ENSRNOG00000046140_AABR07049184.1,"[1, 1, 1, 1]","[0, 1, 0, 0]","[2, 2, 2, 2]","[2, 2, 2, 2]","[2, 2, 2, 2]","[1, 1, 1, 1]"
ENSRNOG00000046165_Mptx1,[1],[2],[1],[1],[1],[1]
ENSRNOG00000046181_Anks4b,[1],[2],[2],[2],[2],[2]
ENSRNOG00000046185_LOC686677,"[0, 0, 2, 0]","[1, 1, 2, 1]","[1, 1, 2, 1]","[1, 1, 2, 1]","[1, 1, 2, 1]","[1, 1, 2, 1]"
ENSRNOG00000046188_Olr115,"[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000046191_Mb21d1,"[0, 0]","[1, 1]","[0, 1]","[0, 2]","[0, 0]","[0, 0]"
ENSRNOG00000046195_Slc22a5,"[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000046198_Vom2r19,"[1, 0, 0, 1, 0]","[1, 1, 1, 0, 1]","[1, 0, 0, 1, 0]","[1, 0, 0, 1, 0]","[1, 0, 0, 1, 0]","[1, 0, 0, 1, 0]"
ENSRNOG00000046199_Vom1r80,"[2, 0, 1, 1, 0]","[1, 1, 0, 0, 2]","[1, 0, 1, 1, 1]","[2, 0, 1, 1, 0]","[1, 1, 1, 1, 1]","[1, 0, 1, 1, 1]"
ENSRNOG00000046214_Cyp27b1,[1],[0],[1],[2],[0],[1]
ENSRNOG00000046216_RGD1561778,[1],[0],[0],[2],[0],[0]
ENSRNOG00000046223_Olr862,[1],[0],[2],[1],[2],[2]
ENSRNOG00000046224_LOC100909683,"[0, 0, 0]","[1, 1, 0]","[1, 1, 0]","[1, 1, 0]","[1, 1, 1]","[0, 0, 0]"
ENSRNOG00000046228_Olr402,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046231_Cacna1s,"[1, 1, 1]","[0, 0, 2]","[0, 0, 2]","[0, 0, 0]","[0, 0, 2]","[0, 0, 2]"
ENSRNOG00000046235_LOC686967,[1],[0],[0],[0],[0],[0]
ENSRNOG00000046254_Adgre1,"[0, 1, 1, 1, 1]","[0, 2, 2, 1, 1]","[1, 0, 0, 0, 1]","[0, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","[0, 2, 2, 1, 1]"
ENSRNOG00000046260_LOC688320,"[0, 0, 0]","[0, 0, 1]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[2, 2, 0]"
ENSRNOG00000046264_Pcdhb7,"[1, 2]","[1, 2]","[1, 2]","[1, 1]","[1, 1]","[1, 2]"
ENSRNOG00000046283_Tmem41a,[1],[0],[0],[1],[1],[1]
ENSRNOG00000046294_RGD1624210,"[1, 1, 1, 1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 0, 1, 1, 1, 0, 1, 2, 2, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1]","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
ENSRNOG00000046301_Gzmbl3,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3]","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 2]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
ENSRNOG00000046324_AABR07051726.1,"[1, 0]","[1, 1]","[0, 2]","[0, 2]","[1, 1]","[1, 1]"
ENSRNOG00000046327_Rbpj,[1],[1],[1],[1],[1],[1]
ENSRNOG00000046338_LOC100909824,"[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
ENSRNOG00000046345_Rpn1,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000046355_Olr1696,[1],[1],[1],[0],[0],[0]
ENSRNOG00000046366_Dmd,[0],[1],[0],[0],[0],[0]
ENSRNOG00000046368_Dusp14l1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046377_Btnl9,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046407_AC098125.2,"[0, 1]","[1, 0]","[0, 0]","[2, 0]","[1, 0]","[1, 0]"
ENSRNOG00000046426_Ankrd66,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[0, 0, 2]","[0, 0, 2]"
ENSRNOG00000046439_NEWGENE_1309258,[1],[1],[1],[2],[1],[1]
ENSRNOG00000046452_Fcgr2b,[2],[1],[0],[0],[1],[2]
ENSRNOG00000046456_Olr237,"[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]"
ENSRNOG00000046458_Pdx1,[0],[0],[0],[0],[0],[0]
ENSRNOG00000046460_AABR07022144.1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000046472_Arfgap3,[0],[0],[0],[1],[0],[1]
ENSRNOG00000046480_Zfp764,"[2, 2]","[2, 2]","[1, 1]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000046482_Znf750,[1],[2],[0],[1],[1],[0]
ENSRNOG00000046515_St6gal2,[1],[2],[0],[2],[2],[1]
ENSRNOG00000046516_Olfr873,"[0, 0, 1, 0]","[1, 0, 1, 1]","[0, 0, 1, 0]","[0, 0, 1, 0]","[0, 0, 1, 0]","[1, 1, 1, 1]"
ENSRNOG00000046530_Zdhhc16,[2],[1],[1],[2],[2],[2]
ENSRNOG00000046535_Ppm1m,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046536_LOC690700,"[0, 1]","[0, 1]","[1, 1]","[0, 1]","[1, 1]","[1, 1]"
ENSRNOG00000046538_LOC103694398,"[1, 1]","[1, 0]","[0, 0]","[0, 0]","[1, 1]","[1, 1]"
ENSRNOG00000046540_Ugt2b37,"[0, 0, 0, 2]","[0, 0, 0, 2]","[0, 0, 2, 0]","[1, 1, 1, 1]","[0, 0, 1, 1]","[0, 0, 2, 0]"
ENSRNOG00000046585_AABR07054370.1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046602_AABR07006030.1,"[2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]","[2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]","[2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]","[2, 2, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2]"
ENSRNOG00000046611_Dzip1-ps1,"[0, 2]","[0, 1]","[1, 2]","[1, 2]","[2, 2]","[2, 2]"
ENSRNOG00000046623_LOC100912293,"[1, 1, 1, 1, 0]","[1, 1, 0, 1, 0]","[1, 0, 1, 1, 0]","[1, 1, 1, 1, 0]","[1, 1, 1, 1, 0]","[1, 0, 0, 1, 1]"
ENSRNOG00000046629_Zfp37,"[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[0, 1, 1, 1, 1]","[1, 1, 1, 1, 1]","[1, 1, 1, 1, 1]"
ENSRNOG00000046632_Olr581,[2],[0],[0],[1],[1],[2]
ENSRNOG00000046635_LOC100910252,"[1, 2]","[0, 2]","[1, 2]","[2, 2]","[1, 2]","[1, 2]"
ENSRNOG00000046639_Itgae,"[2, 2]","[2, 1]","[2, 1]","[2, 0]","[2, 0]","[2, 0]"
ENSRNOG00000046644_Prelid3b,[0],[1],[0],[0],[0],[0]
ENSRNOG00000046649_AABR07006049.1,[0],[1],[1],[1],[0],[0]
ENSRNOG00000046662_Ints6l,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046674_AABR07052831.1,"[2, 0]","[2, 2]","[2, 1]","[2, 1]","[2, 0]","[2, 1]"
ENSRNOG00000046688_Olr821,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046714_LOC301165,"[0, 0]","[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000046727_Abcc2,[2],[0],[0],[1],[1],[1]
ENSRNOG00000046734_NEWGENE_1565788,[1],[1],[1],[0],[1],[1]
ENSRNOG00000046735_Olr1092,[1],[1],[1],[1],[1],[1]
ENSRNOG00000046741_Itsn2,[0],[0],[0],[0],[0],[0]
ENSRNOG00000046751_LOC100909409,"[1, 1, 1]","[1, 1, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000046759_Olr1460,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046764_Tmprss11a,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000046772_Fam83c,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[2, 2, 2]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000046777_Olr1443,"[1, 2]","[1, 1]","[1, 1]","[1, 2]","[1, 1]","[1, 1]"
ENSRNOG00000046786_LOC684709,"[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000046791_Sh3rf3,[1],[2],[2],[2],[1],[0]
ENSRNOG00000046792_Olr1456,"[1, 0, 1]","[1, 1, 1]","[1, 0, 1]","[1, 0, 1]","[1, 0, 1]","[1, 0, 1]"
ENSRNOG00000046794_Khdrbs1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000046796_Olr1124,[0],[1],[0],[0],[0],[1]
ENSRNOG00000046800_Olr1385,[0],[0],[0],[1],[0],[0]
ENSRNOG00000046810_Olr820,[0],[1],[0],[0],[1],[1]
ENSRNOG00000046834_C3,[1],[2],[1],[1],[1],[2]
ENSRNOG00000046836_AC133403.1,"[2, 0]","[2, 0]","[2, 0]","[1, 0]","[2, 1]","[2, 1]"
ENSRNOG00000046847_Olr753,"[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000046848_PCOLCE2,"[2, 2]","[2, 2]","[2, 1]","[2, 2]","[2, 1]","[2, 1]"
ENSRNOG00000046849_Olr406,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[1, 1, 1, 1]"
ENSRNOG00000046851_Cecr6,[2],[2],[1],[2],[1],[1]
ENSRNOG00000046864_Acot4,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046871_LOC681367,[2],[2],[2],[0],[1],[1]
ENSRNOG00000046874_Snx9,[0],[1],[0],[0],[0],[0]
ENSRNOG00000046883_Mydgf;ENSRNOG00000046883_Mydgf,[2],[2],[2],[2],[2],[2]
ENSRNOG00000046909_Olr1166,"[1, 1, 1]","[0, 1, 0]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000046931_LOC501901,[0],[0],[0],[0],[0],[0]
ENSRNOG00000046934_Olr1449,[0],[0],[0],[0],[0],[0]
ENSRNOG00000046942_Olr765,[1],[2],[0],[0],[0],[0]
ENSRNOG00000046946_Ptchd3,[1],[1],[2],[0],[1],[0]
ENSRNOG00000046947_Ak5,[2],[2],[2],[2],[2],[1]
ENSRNOG00000046958_Abo,[0],[0],[0],[1],[1],[1]
ENSRNOG00000046967_Olr1416,[0],[0],[0],[0],[0],[0]
ENSRNOG00000046971_Ccer2,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000046997_Olr514,"[0, 0]","[2, 2]","[1, 1]","[1, 1]","[1, 1]","[0, 0]"
ENSRNOG00000047001_Olr1384,[0],[0],[0],[1],[0],[0]
ENSRNOG00000047005_Kcnk5,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047007_LOC102557590,"[0, 0, 0]","[1, 1, 1]","[1, 1, 1]","[0, 0, 1]","[1, 1, 1]","[0, 0, 0]"
ENSRNOG00000047011_Ighv15-2,"[1, 2, 1, 1]","[1, 2, 0, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 2, 1, 1]","[0, 1, 1, 1]"
ENSRNOG00000047018_AABR07017599.1,"[0, 1, 1]","[1, 0, 0]","[2, 0, 0]","[2, 0, 0]","[1, 1, 1]","[1, 0, 0]"
ENSRNOG00000047023_Aldh1l1,[2],[1],[1],[1],[1],[1]
ENSRNOG00000047026_Enpp7,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[1, 1, 1, 0]","[1, 1, 0, 1]","[1, 1, 0, 1]"
ENSRNOG00000047046_Plin4,[1],[0],[0],[0],[0],[0]
ENSRNOG00000047060_Olr783,[1],[2],[0],[0],[0],[0]
ENSRNOG00000047061_Zfp773-ps1,[0],[1],[2],[1],[1],[1]
ENSRNOG00000047062_Olr1600,[1],[2],[1],[2],[1],[1]
ENSRNOG00000047089_Alkbh7,[0],[1],[0],[0],[0],[0]
ENSRNOG00000047090_Olr1085,"[1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 1, 1, 0, 0]","[1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 0]","[1, 1, 0, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000047091_Psmb11,[1],[2],[2],[2],[2],[2]
ENSRNOG00000047094_Olr1691,"[1, 0, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1]","[1, 1, 1, 0, 0, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 0, 0, 2]","[1, 1, 1, 0, 0, 1]"
ENSRNOG00000047106_Mtrf1,[1],[1],[2],[2],[1],[1]
ENSRNOG00000047118_LOC683897,[1],[0],[0],[0],[0],[0]
ENSRNOG00000047128_Vom1r23,[0],[0],[0],[1],[1],[1]
ENSRNOG00000047134_Gtf2f1,[0],[0],[1],[0],[0],[0]
ENSRNOG00000047137_Erbin,"[0, 0]","[0, 2]","[0, 0]","[0, 1]","[0, 0]","[0, 0]"
ENSRNOG00000047146_AABR07035089.1,"[1, 0, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000047171_Rnf8,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000047174_Pcdha4,[2],[1],[0],[1],[1],[2]
ENSRNOG00000047191_Myo1h,[1],[1],[0],[1],[2],[2]
ENSRNOG00000047215_Olr263,[1],[1],[1],[1],[2],[1]
ENSRNOG00000047219_Ube3b;ENSRNOG00000047219_Ube3b,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047226_AABR07017656.1,[0],[1],[1],[1],[1],[1]
ENSRNOG00000047243_AABR07033357.1,[3],[1],[3],[4],[2],[1]
ENSRNOG00000047244_Nup214,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047247_Ptprs,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047259_Olr1368,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047276_AABR07044711.1,"[1, 1]","[2, 1]","[1, 1]","[2, 1]","[0, 1]","[1, 1]"
ENSRNOG00000047296_Bptf,[0],[1],[0],[0],[0],[0]
ENSRNOG00000047300_Bdkrb2,[1],[2],[2],[1],[2],[1]
ENSRNOG00000047304_Btnl5,"[1, 1, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 2, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 2, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 2, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 1, 1, 1, 1, 1, 1, 0]"
ENSRNOG00000047306_Stap2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047308_AABR07065778.2,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000047309_Smim10l1,[2],[1],[1],[1],[1],[0]
ENSRNOG00000047313_Olr1405,"[0, 2]","[0, 2]","[0, 2]","[1, 1]","[0, 2]","[0, 1]"
ENSRNOG00000047319_Caprin2,[1],[0],[2],[1],[2],[2]
ENSRNOG00000047331_LOC687896,"[2, 1]","[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000047341_Pramef5,[1],[1],[2],[0],[2],[1]
ENSRNOG00000047343_Olr372,[1],[2],[0],[2],[2],[2]
ENSRNOG00000047349_Ms4a6c,[0],[0],[0],[1],[1],[1]
ENSRNOG00000047357_Olr1029,[1],[0],[1],[1],[0],[1]
ENSRNOG00000047363_Kcnk13,[0],[1],[2],[1],[0],[1]
ENSRNOG00000047367_Card14,"[0, 2, 2, 2, 2]","[0, 2, 1, 1, 1]","[0, 2, 2, 2, 2]","[0, 2, 1, 1, 1]","[0, 2, 0, 0, 0]","[0, 2, 0, 0, 0]"
ENSRNOG00000047369_LOC100910057,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000047382_Olr1338,"[0, 0]","[1, 1]","[0, 0]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000047392_Olr1422,"[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 0]","[0, 1]"
ENSRNOG00000047410_Olr1461,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047419_Olr1611,"[1, 1]","[1, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000047426_Olr1408,"[2, 2]","[2, 2]","[2, 2]","[1, 1]","[2, 2]","[1, 1]"
ENSRNOG00000047427_Cdan1,[1],[0],[1],[1],[1],[1]
ENSRNOG00000047455_Cdhr3,[0],[0],[0],[0],[1],[1]
ENSRNOG00000047478_Olr413,[1],[1],[2],[1],[2],[1]
ENSRNOG00000047487_AABR07052692.1,"[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000047491_AABR07037520.1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047498_Vom1r15,[1],[1],[1],[1],[1],[1]
ENSRNOG00000047512_Olr4,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047513_Mdn1,"[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000047514_Olr1539,"[1, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000047517_Oxld1,"[2, 2, 2]","[0, 0, 0]","[2, 2, 2]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000047526_Zfp526,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 1]","[1, 1]"
ENSRNOG00000047531_Ccdc57,"[2, 2, 2, 2, 2]","[2, 1, 2, 1, 1]","[2, 2, 2, 2, 2]","[2, 2, 2, 2, 2]","[2, 2, 2, 0, 0]","[2, 4, 2, 0, 0]"
ENSRNOG00000047532_LOC687631,[0],[0],[0],[1],[0],[1]
ENSRNOG00000047534_AABR07027447.1,"[1, 1, 1, 3, 1, 1]","[2, 1, 1, 2, 0, 1]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[2, 1, 1, 1, 1, 1]"
ENSRNOG00000047535_AABR07051670.1,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 2, 0, 0, 0, 0, 1, 1, 1]","[1, 0, 2, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000047549_LOC316124,[1],[2],[0],[1],[1],[2]
ENSRNOG00000047568_Vom2r64,"[1, 1, 2, 0, 0]","[1, 0, 1, 1, 1]","[1, 1, 2, 0, 0]","[1, 0, 1, 1, 1]","[1, 0, 1, 1, 1]","[1, 0, 1, 1, 1]"
ENSRNOG00000047571_RGD1563231,"[1, 1, 0]","[1, 1, 0]","[1, 1, 1]","[1, 1, 0]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000047575_Dhx34,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047589_Olr162,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047591_Vom1r70,[0],[2],[1],[0],[1],[1]
ENSRNOG00000047599_AABR07065802.1,[1],[1],[0],[2],[0],[1]
ENSRNOG00000047606_Bcl2a1,[2],[2],[1],[0],[1],[0]
ENSRNOG00000047631_Mettl21b,[1],[0],[1],[2],[0],[1]
ENSRNOG00000047633_Olr1345,"[0, 0]","[0, 0]","[0, 0]","[0, 0]","[1, 0]","[0, 1]"
ENSRNOG00000047636_Olr1394,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]"
ENSRNOG00000047643_Olr306,[0],[0],[0],[0],[0],[0]
ENSRNOG00000047650_Olr654,"[1, 1, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
ENSRNOG00000047655_Igkv4-86,"[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1]"
ENSRNOG00000047656_Gaa,"[0, 0, 0, 0, 2]","[0, 0, 0, 0, 1]","[0, 0, 0, 0, 2]","[1, 1, 1, 1, 2]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000047662_LOC687880,[1],[1],[1],[1],[1],[1]
ENSRNOG00000047673_Crybb3,[0],[0],[0],[0],[1],[1]
ENSRNOG00000047675_Olr282,[1],[1],[1],[1],[0],[1]
ENSRNOG00000047697_Ggt1,"[2, 1, 1]","[2, 1, 1]","[2, 0, 0]","[2, 0, 0]","[2, 0, 0]","[2, 1, 1]"
ENSRNOG00000047702_Olr1683,"[1, 0]","[1, 1]","[1, 1]","[0, 1]","[0, 0]","[0, 0]"
ENSRNOG00000047703_Vom2r33,"[1, 1]","[1, 1]","[2, 2]","[2, 2]","[1, 1]","[1, 1]"
ENSRNOG00000047706_RT1-CE16,"[2, 3, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]","[1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 2, 1, 1, 1, 0, 1, 1, 1]"
"ENSRNOG00000047706_RT1-CE16,ENSRNOG00000059770_RT1-CE16","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0]","[0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 3, 0, 0, 2, 1]","[1, 0, 1, 1, 1, 1, 1, 0, 2, 1, 1, 0, 1]","[1, 0, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]"
ENSRNOG00000047708_Gstz1,[1],[2],[2],[1],[2],[2]
ENSRNOG00000047727_Olr1375,[1],[1],[1],[1],[2],[2]
ENSRNOG00000047738_Olr1642,"[0, 0]","[1, 1]","[2, 2]","[2, 2]","[1, 1]","[1, 1]"
ENSRNOG00000047749_Olr1393,[0],[0],[0],[1],[0],[1]
ENSRNOG00000047787_Olr1641,"[0, 0]","[1, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000047799_Gnb5,[2],[2],[2],[2],[2],[2]
ENSRNOG00000047800_C5ar1,[1],[0],[0],[0],[1],[1]
ENSRNOG00000047803_Olr1417,"[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000047815_Olfr1330-ps1,"[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0]","[0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 0, 2, 1]","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 0]","[2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 1, 2, 1]","[2, 2, 2, 2, 2, 0, 2, 2, 0, 2, 2, 2, 1, 2, 1]"
ENSRNOG00000047816_Ccs,[2],[2],[2],[1],[1],[1]
ENSRNOG00000047825_Taar7c,[0],[1],[0],[0],[0],[0]
ENSRNOG00000047839_RGD1561699,"[1, 1, 1, 2]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]"
ENSRNOG00000047845_AABR07043523.1,"[1, 1]","[1, 1]","[0, 1]","[1, 1]","[0, 1]","[1, 1]"
ENSRNOG00000047847_LOC100912217,[2],[2],[2],[2],[2],[2]
